0,1,128,192.168.1.13,192.229.232.240,57094,80,2196036544,2265117527,96,300,0,0
0,1,128,192.168.1.13,192.229.232.240,57094,80,2196036544,2265117527,96,300,0,0
0,1,128,192.168.1.13,192.229.232.240,57094,80,2196036544,2265117527,96,300,0,0
0,1,128,192.168.1.13,192.229.232.240,57094,80,2196036544,2265117527,96,300,0,0
0,1,128,192.168.1.13,192.229.232.240,57094,80,2196036544,2265117527,96,300,0,0
0,1,128,192.168.1.13,192.229.232.240,57094,80,2196036544,2265117527,96,300,0,0
0,1,128,192.168.1.13,192.229.232.240,57094,80,2196036544,2265117527,96,300,0,0
0,1,128,192.168.1.13,192.229.232.240,57094,80,2196036544,2265117527,96,300,0,0
0,1,128,192.168.1.13,192.229.232.240,57094,80,2196036544,2265117527,96,300,0,0
0,1,128,192.168.1.13,151.101.2.133,57104,80,1185633283,2807238466,96,231,0,0
0,1,128,192.168.1.13,151.101.2.133,57104,80,1185633283,2807238466,96,231,0,0
0,1,128,192.168.1.13,151.101.2.133,57104,80,1185633283,2807238466,96,231,0,0
0,1,128,192.168.1.13,151.101.2.133,57104,80,1185633283,2807238466,96,231,0,0
0,1,128,192.168.1.13,151.101.2.133,57104,80,1185633283,2807238466,96,231,0,0
0,1,128,192.168.1.13,151.101.2.133,57104,80,1185633283,2807238466,96,231,0,0
0,1,128,192.168.1.13,151.101.2.133,57104,80,1185633283,2807238466,96,231,0,0
0,1,128,192.168.1.13,151.101.2.133,57104,80,1185633283,2807238466,96,231,0,0
0,1,128,192.168.1.13,151.101.2.133,57104,80,1185633283,2807238466,96,231,0,0
